"ISO_A3","year","Under 5","5 to 9","10 to 14","15 to 19","20 to 24","25 to 29","30 to 34","35 to 39","40 to 44","45 to 49","50 to 54","55 to 59","60 to 64","65 to 69","70 to 74","75 to 79","80 to 84","85 to 89","90 to 94","95 plus"
"AFG","2015",0.00266270439651302,0.00312270435070742,0.00295177893079787,0.0110188294305774,0.015924818623388,0.0220193561419052,0.035625725950503,0.0471881852124854,0.0771461376030744,0.153836781531461,0.377071572365877,0.640119158898537,1.09307311561477,1.58764739887313,2.65965398618612,3.9375007691439,6.05088210434078,8.19792888986128,10.7663818179154,17.4740072070771
"AGO","2015",0.00714891878491234,0.000676461925675138,0.000487040837771645,0.00241734621764443,0.00445694811629337,0.00601002584025462,0.0102422113046124,0.0147809430571172,0.0297194454285221,0.0702738049812612,0.152463982971148,0.312755257308435,0.652518534795919,1.21676288674819,2.11290559279677,3.06490741435385,4.55516308950358,6.67899042711822,10.3929949446827,14.6343697324462
"ALB","2015",0.00213561582201511,0.00100797417201663,0.000938908966203597,0.00125965009105641,0.00226508691179346,0.00252559046307989,0.00271342980031265,0.0036485152175114,0.00604974970537516,0.0128323171550104,0.0267188752804384,0.0567643278902138,0.159404445802199,0.342640732714181,0.747789393772437,1.46502670448514,2.58068163186228,4.75325172584753,7.21052967549215,11.626728354281
"ARE","2015",0.001893187700745,0.0003875849978088,0.00185794272917879,0.012947617957213,0.0100667976528641,0.0133433891882891,0.0212668006311761,0.0325215598881273,0.0643256846929155,0.125797205623142,0.24467782610965,0.382966641300968,0.79766855581843,1.0173158956031,1.33443243545981,1.48521231487041,3.20406123965367,5.3400074121919,8.43949832323963,12.9176195464816
"ARG","2015",0.00194096098189944,0.000644879587341229,0.000646908626475138,0.00465792085621123,0.00638056875238393,0.00751888305151124,0.010467189745974,0.0146944909422078,0.0239555037040879,0.0553568106581295,0.122097270136665,0.25552942397802,0.55094552050194,0.933732545369932,1.57314420994251,2.47478620093446,4.40343493022725,7.4281181265486,12.2481819375245,17.857642464932
"ARM","2015",0.000366574139186914,0.000561031495554907,0.0005982735520957,0.00161336400922211,0.00265350774551505,0.0022465024706426,0.0039104452616308,0.00699224020533417,0.020801278228101,0.037995999408085,0.0838690208256937,0.164815109609166,0.350230741468586,0.660104630835673,1.4032342528963,2.55262350167084,5.38799024485391,10.546622023707,14.5443141223194,19.5079878983269
"AUS","2015",0.000315233286373018,0.000152487278017297,0.000198038533874475,0.00053075441115588,0.000715161993633962,0.000942399588710966,0.00154471435906722,0.00337007932882524,0.00891098956134492,0.0223208746817501,0.0554680984179256,0.122167633625837,0.261285231308392,0.569799421586691,1.1051207786812,1.96134901380715,3.37514602174174,5.71608493502381,7.82908813005395,11.9561792284768
"AUT","2015",0.000745077347889703,0.000362570345084063,0.00052172262300562,0.00101396946132864,0.00108255427118811,0.00119105213139478,0.0016024956884177,0.00339157941562535,0.00676258944637994,0.0166909708045379,0.0439339465770627,0.12356567648438,0.317124821447256,0.66473166290233,0.960715760834621,1.2386999503049,2.28228220217509,3.95150781537531,6.07366977476903,10.3771880907604
"AZE","2015",0.00202006236387831,0.00141942958973944,0.00188194071672404,0.00416332331060639,0.00850875464149817,0.00989952799522629,0.0135077510761106,0.0194109183901014,0.0314446224248478,0.0560390021021175,0.110209340270602,0.196815583342752,0.423542971683712,0.836892487610382,1.3502363063184,2.15378867700677,3.4762516277265,5.79851467766684,8.62760790539972,14.5767943384002
"BDI","2015",0.00854841693445903,0.00100167586696596,0.000562919236736483,0.00341194726588742,0.00699540579278003,0.00818845649555872,0.0144944115797508,0.0237527802141996,0.0470150418552543,0.103865859707701,0.201991373766842,0.462099036432524,0.917933006430835,1.51401310796843,2.83403219097581,4.0811769424811,6.37198158702732,7.76308125594541,11.8865566763822,13.150934361114
